"article","indiv","dpi","sample_type","val_total","val_sg","val_inf","lod_total","lod_sg","lod_inf","loq_total","loq_sg","loq_inf","tg_total","tg_sg","sample_grp","sample_rep","units_inf","animal_species","sex","age_class_stand","age_class_rep","age_years_rep","inoc_dose_total_pfu","inoc_dose_total_TCID","inoc_route","inoc_dose_units_rep","cell_line","viral_strain","units_total","units_sg","culture_assay"
"Baum et al. 2020","AB_AL60",1,"Non-invasive","5.04553225047327","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",2,"Non-invasive","7.29849720199626","4.93004181911873",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",3,"Non-invasive","6.98628567937261","4.41907222528743",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",4,"Non-invasive","< LOD","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",5,"Non-invasive","5.15590662305455","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",1,"Non-invasive","5.33448290420015","2.5111143133064",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",3,"Non-invasive","4.02381811471349","2.00927663311394",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AL60",5,"Non-invasive","2.03421521916696","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","15.5400410677618",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",1,"Non-invasive","5.52449218858316","2.96777255322046",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",2,"Non-invasive","7.73359846096134","5.62270711804736",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",3,"Non-invasive","6.37515038618595","3.30789271200421",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",4,"Non-invasive","5.83695989785214","3.64881163752407",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",5,"Non-invasive","5.89197209209712","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",1,"Non-invasive","6.00152170459947","3.44725728730926",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",3,"Non-invasive","7.092064146573","4.93093375676708",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AM81",5,"Non-invasive","4.15970100990382","1.93366947109206",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","14.9979466119097",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",1,"Non-invasive","5.59295856086097","2.55651235905521",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",2,"Non-invasive","3.15307822510443","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",3,"Non-invasive","3.1823775560522","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",4,"Non-invasive","3.9311500940204","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",5,"Non-invasive","2.21933299216683","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasopharyngeal Sample","Nasopharyngeal Swab",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",1,"Non-invasive","6.03178805349073","3.39744897842312",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",3,"Non-invasive","< LOD","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Baum et al. 2020","AB_AV52",5,"Non-invasive","4.90149101485674","2.55873616295243",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","BAL","BAL",NA,"rhesus macaque","Female","Adult","Unknown","13.1964407939767",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 GE/mL","log10 SGE/mL",NA
"Chandrashekar et al. 2020","AC_7162",1,"Non-invasive","7.435652","5.93771842526045",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7162",2,"Non-invasive","7.850226","7.41292516899708",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7162",4,"Non-invasive","6.964611","5.97121651493076",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7162",7,"Non-invasive","6.206418","4.40743776942484",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7165",1,"Non-invasive","6.923107","5.7272790839357",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7165",2,"Non-invasive","8.546277","7.80927887898355",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7165",4,"Non-invasive","6.572857","5.40028027108063",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7165",7,"Non-invasive","6.202344","3.90186600605976",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7172",1,"Non-invasive","6.628171","5.44611979053556",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7172",2,"Non-invasive","6.344023","5.73714661672103",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7172",4,"Non-invasive","5.295588","4.72156283144347",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7172",7,"Non-invasive","< LOD","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",1100000,1571428.57142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7173",1,"Non-invasive","4.667298","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7173",2,"Non-invasive","6.995797","6.50250876791917",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7173",4,"Non-invasive","6.458801","5.53338123827375",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7173",7,"Non-invasive","6.550605","5.54929332198313",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7174",1,"Non-invasive","7.087512","5.77019057959997",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7174",2,"Non-invasive","7.092461","6.17981986622487",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7174",4,"Non-invasive","5.723993","4.27821793801848",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7174",7,"Non-invasive","5.834767","3.91532693420721",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7182",1,"Non-invasive","6.33338","5.11447103526288",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7182",2,"Non-invasive","8.167225","7.50012850224282",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7182",4,"Non-invasive","7.138372","5.63403490924631",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7182",7,"Non-invasive","5.338767","4.11457597449439",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",110000,157142.857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7244",1,"Non-invasive","5.579573","4.49244020259739",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7244",2,"Non-invasive","6.783468","6.63925798060034",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7244",4,"Non-invasive","6.520072","5.6569779005882",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7244",7,"Non-invasive","5.68887","4.50149298650887",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7250",1,"Non-invasive","3.739323","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7250",2,"Non-invasive","5.059746","4.15895385978046",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7250",4,"Non-invasive","2.461235","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7250",7,"Non-invasive","< LOD","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7252",1,"Non-invasive","3.600109","< LOD",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7252",2,"Non-invasive","6.783893","6.12332915426752",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
"Chandrashekar et al. 2020","AC_7252",4,"Non-invasive","5.709774","5.02155428277447",NA,"1.69897000433602","1.69897000433602",NA,"Unknown","Unknown",NA,"N","E","Nasal Sample","Nasal Swab",NA,"rhesus macaque","Unknown","Adult","Adult","6-12",11000,15714.2857142857,"IT, IN","pfu",NA,"SARS-CoV-2/human/USA/WA1/2020","log10 total RNA copies/swab","log10 sgmRNA copies/swab",NA
